"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TMEM215",58.6881366479423,8.01439658322782,1.45901554039623,5.49301660011882,7.64001213185254e-07,8.86087581547274e-05
"LOC415056",12.7870582783919,-7.20545529764788,1.76062368626503,-4.09255842339227,0.000213655968305123,0.00839133815518369
"MAP1LC3C",296.866511724757,-5.65844862839453,0.733380133410322,-7.71557391673803,1.06249683827352e-10,4.59025196555118e-08
"LOC572558",16.9787530158465,-5.65024130326018,1.18567910989407,-4.76540512193471,4.39174782453183e-05,0.00256397953228833
"HEPN1",428.686637811684,-6.90443996025427,1.12844828707406,-6.11852580161801,8.36840357866851e-08,1.37727983088543e-05
"PGA3",35.9926378433946,-5.15983346595918,1.08739730060914,-4.74512256290205,6.52620247132336e-05,0.0034279423983872
"UCA1",127.912227127516,6.27831022356284,1.24523295899795,5.04187604270856,1.12377474379524e-05,0.000829912450748958
"C2orf84",59.3234839523791,-4.22716251520116,0.877105951234916,-4.81944343126341,0.000116924876303311,0.00526192392551437
"ABCC6P1",35.6026715884565,-3.42528017289491,0.636388094231097,-5.38237626370656,6.92006215450089e-05,0.00360197572566054
"PLIN4",91672.8683243734,-7.93708858854516,1.09181845326756,-7.26960472667529,1.05097375405297e-10,4.59025196555118e-08
"PRCD",63.2785858831324,-3.55029072924784,0.698693702191817,-5.08132636391383,0.000131077299900833,0.00572006772622803
"TLX1NB",21.4721246918879,7.16932546405546,1.70390014502089,4.20759719107106,0.000147714243460974,0.00622597522255875
