"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"EBF1",3926.03822905075,-3.78646658334031,0.615973144580373,-6.14712932967202,3.03865167267307e-06,0.000277835659023616
"S1PR1",3850.45374803057,-2.69636799214356,0.452155902055983,-5.96335905355431,8.78083940910052e-05,0.00423859457621972
"EEF1A2",3640.79949303043,5.23682216904621,1.21911936394199,4.29557787689721,0.000255284355491393,0.00952714693595365
"EPAS1",27288.2616505069,-2.6828797596654,0.451776566057582,-5.93851023101417,9.76472848564233e-05,0.00453613636990282
"EPB42",110.708339990474,-8.17236481876603,1.29676933712428,-6.3020959740528,1.5925920534481e-08,3.5284081122611e-06
"FABP4",101855.522947024,-7.31285643726625,1.20518529124089,-6.0678274871217,8.11307050578168e-08,1.34809587894628e-05
"FCN2",72.7101224469256,-5.19481699683135,1.14478617080196,-4.53780551279042,0.000124048974886078,0.0055199224397616
"FGF2",3226.29195655846,-4.23013149147243,0.487600774709958,-8.67539944740379,1.74164008919189e-11,1.07490294219018e-08
"FHL1",46822.3501202284,-5.89254988510209,0.709406107015587,-8.30631400946288,2.66151671879106e-12,2.61967082691088e-09
"FIGF",1224.12644016094,-5.6591970538709,1.02615064074095,-5.51497687492019,2.80660997472508e-06,0.000262167713368779
"FOXM1",2525.68884162457,5.13177568052443,0.940521874276726,5.45630656859611,5.58816653841036e-06,0.000462313092585849
"FMO2",8609.53849817211,-5.27178949401473,0.700654236088964,-7.52409565585693,5.4086711603503e-10,1.86934492644027e-07
"FN1",252120.294593047,3.2476975277304,0.633837145863275,5.12386746173907,0.00019543318097653,0.00785414139640795
"FOLR2",1609.22054267213,-3.8283508502836,0.809543080615591,-4.72902670895841,0.000238133930686112,0.00912495682143019
"GDF10",668.568148696498,-4.625628449347,1.04089743648325,-4.44388494698868,0.000247784187411311,0.00939025996196241
"GFRA2",166.988573585547,-4.05520753569128,0.670849093442129,-6.04488785232458,2.62876975768457e-06,0.000248239181325394
"GHR",10543.9583382114,-4.28294385259624,0.816561352292476,-5.24509743275503,2.90436234365191e-05,0.00182510129675086
"GJB2",2326.08495167314,6.02620659666791,0.687267282727346,8.7683594841785,1.30309219011594e-13,2.50208179304373e-10
"GPC3",5356.14795883989,-3.74467256950514,0.722196996483439,-5.18511235540844,7.22172111623959e-05,0.00370322144242541
"GLDC",154.519835661862,4.32615386681748,0.87602638422482,4.93838307238385,7.32693877683047e-05,0.00374606002965702
"GNAL",512.314764611758,-3.05615154785647,0.493744876327859,-6.18973825224488,1.56085671870385e-05,0.00107449758638944
"GPD1",33990.4928300953,-8.21069143233926,1.21060262837611,-6.7823175333371,1.29021335601169e-09,3.84416844917898e-07
"GPLD1",245.321454235089,-4.44410613087782,0.638181741393121,-6.96369990337946,3.39297681980305e-08,6.30473466914156e-06
"GPER",459.374641121325,-3.21383151428134,0.623090843171882,-5.15788596398102,0.00019044414984411,0.00770741300575192
"GPX3",36022.7267424404,-4.73009852295486,0.85737155129601,-5.51697629318911,6.78764309987527e-06,0.000543042872263632
"GRIA1",189.330425421561,-5.09138702721118,1.05486643522308,-4.82657031943051,5.2537196714206e-05,0.00292869450457482
"GRIN2D",162.810985013019,3.08688339139797,0.483639872971959,6.38260731570605,7.98183789427291e-06,0.000624136383035883
"GRM4",47.4358219195436,4.58515841459635,0.693018748940934,6.61621120872034,1.15029171113304e-07,1.84057324630464e-05
"GSN",85825.3059216386,-3.20479275533258,0.525631885592041,-6.09702882031764,1.36702869643191e-05,0.000977454314019216
"GYS2",310.01214712176,-9.38279902730894,1.94867242937903,-4.814969866587,8.52042236026355e-06,0.000660275420662397
"HBA2",4687.2998309208,-6.55566089075914,0.775928286732593,-8.44879739900294,4.03330859420373e-13,5.80830048470288e-10
"HBB",7422.54459681472,-7.32218832039742,0.751157237061267,-9.74787695455591,1.93787794481736e-17,8.37211719109721e-14
"TLX1",318.593961697891,7.46511793652506,1.39458167715328,5.35294422608748,1.7777216248717e-06,0.000176556364364413
"HSD11B1",927.939277180656,-4.51391016606849,0.917641000569464,-4.91903714335702,6.42586322956778e-05,0.00338552873384637
"IGFBP6",2146.52413050321,-3.51384256541924,0.596415212789028,-5.89160452327731,1.24933227168143e-05,0.00091871110582667
"INHBA",985.39360388551,4.40324418362435,0.671537474270872,6.55695974138333,2.01178149434064e-07,2.91985514059646e-05
"ITGA7",7425.24741101504,-5.0716491511215,0.676463140441423,-7.49730302794032,8.77349068597817e-10,2.75663077353434e-07
"KCNB1",392.491205061332,-5.16800193997192,0.756792168691777,-6.82882587025913,1.82024946830905e-08,3.9319663827311e-06
"KCNG1",366.480093528173,4.75710766333605,0.975187854806228,4.87814490294416,5.84126756420317e-05,0.0032034115778925
"KIF11",1855.93672712907,3.74934671861327,0.791239781033235,4.7385720593032,0.000255682311507935,0.00952714693595365
"LEP",13342.7487133952,-9.18731748140478,1.11490744084661,-8.24043068044136,1.04043435075953e-13,2.24746825193443e-10
"LEPR",3703.20516550399,-3.74194192503026,0.504175629573491,-7.42190162621657,2.68706595002923e-08,5.21743670589383e-06
"LHCGR",28.1338777116633,-7.18922164045992,1.45369003127083,-4.94549834270725,1.03407835809427e-05,0.000783767899395928
"LIFR",8407.54543581591,-2.81793159118019,0.444500425978112,-6.33954756056624,2.15843870481738e-05,0.00141287800219504
"LIPE",22171.3469282574,-6.91481720442789,0.891700718191025,-7.75463904353002,1.64258101132288e-11,1.0513126835804e-08
"MAOA",12054.2436044498,-5.28266433489658,0.810936115727958,-6.51427927852795,6.41924942844575e-08,1.10931049372971e-05
"MEOX2",1216.16728419915,-3.49075664452393,0.659225362493366,-5.29524020635516,7.89486764440852e-05,0.00392043700468459
"MFAP2",1799.43174183865,2.84753341067334,0.421575093058281,6.75451054286948,5.86750012277418e-06,0.00047828429066821
"MKI67",3994.86586936159,4.17449535549355,0.919037464641742,4.54224720547257,0.00027602177833975,0.00997893797382684
"MME",12493.0915325449,-3.59480058850489,0.599976111798022,-5.99157286067926,7.63213622465356e-06,0.000602241763005654
"MMP1",451.312627309509,6.85632779341444,1.23370064873237,5.55752953559626,1.03257886891337e-06,0.00011512255118511
"MMP11",9462.4312373548,6.44362529079683,0.755955228169941,8.52381867428303,2.98886828925911e-13,5.16506329066867e-10
"MMP13",405.365560087505,8.14333468738194,0.789336614306874,10.3166818056865,7.16183797031523e-20,4.12545739883392e-16
"MYBL2",2975.66540597878,5.85915418489609,0.927032283038446,6.32033456881576,7.95850200296985e-08,1.33525119527497e-05
"MYH1",166.707101834421,-7.16158722914049,0.958398831977698,-7.47244987179527,6.42049414096202e-11,2.99871781756661e-08
"MYH11",12632.4523927266,-3.26599414422095,0.630658774552265,-5.17870245528516,0.000163409323359895,0.00674775211552558
"MYOC",905.990877684197,-8.96404751155777,1.12527393721149,-7.96610248858279,7.34262103991057e-13,9.76060263005342e-10
"MYT1",35.5471652392506,4.83214873754433,1.05553778454182,4.57790219195407,0.000141443033875858,0.00600559476267494
"NEK2",862.88842469646,5.12193795926478,0.996223126269713,5.14135621248175,1.75509494120325e-05,0.00118475764370834
"NNAT",377.98476082487,-4.14325103994766,0.859177152180282,-4.82234778873435,0.000126876922229302,0.00555609883170717
"NOVA1",1038.04266173789,-4.2460184847262,0.731897025724623,-5.80138781206603,4.60200411654952e-06,0.000391759769153164
"NPR1",4449.77702968057,-4.64969316698356,0.658686878784889,-7.05903414314411,1.50493081062262e-08,3.42193543925914e-06
"NTRK2",12113.321874927,-3.92239657800291,0.536526785125743,-7.31071902977526,2.56306279318984e-08,5.07911866517779e-06
"PC",5775.14635900802,-3.4435893776408,0.66797660596245,-5.15525446086412,0.000126998381952684,0.00555609883170717
"PCDH9",568.61622930695,-4.85808471142735,0.753893025949383,-6.44399741635695,1.54765606430217e-07,2.32565603888746e-05
"PCK1",5939.33412227227,-9.02033831818996,1.19530847039068,-7.54645226871163,9.74137888898358e-12,7.01419869085522e-09
"PDE2A",2744.84041536621,-4.13845222578195,0.595180262174475,-6.95327531639277,6.70647986903341e-08,1.14747206551254e-05
"PDE3B",6275.00128265781,-5.91199962716684,1.03961425792425,-5.68672426537419,1.15155997320199e-06,0.000124375674355647
"PDK4",15412.7140345233,-3.29282044347668,0.551620960996224,-5.96935337179694,1.61569937815065e-05,0.00109924806904809
"ENPP2",7896.81225152121,-3.62036708623061,0.517560232515275,-6.99506426263876,2.06439407616079e-07,2.924163445093e-05
"PFKFB1",723.157904650992,-6.31519949569859,1.02595808072955,-6.15541669227645,1.10517220340205e-07,1.78490475205522e-05
"PLIN1",58744.3741693506,-7.99096483813168,1.15714519148977,-6.90575815109572,7.63148880508739e-10,2.48829732152293e-07
"PLK1",1125.3688947394,4.79163281656692,0.845628525327502,5.66635664840088,3.66619943165231e-06,0.000321601991768445
"FXYD1",811.69117623317,-4.54868086558943,0.84555309930826,-5.37953307640959,1.35311721482291e-05,0.000974300774556446
"PPARG",5247.58362984949,-5.12279708540396,0.732714703077547,-6.99153035129115,9.18221849930971e-09,2.20385997064682e-06
"PPP1R1A",7368.84387548697,-5.98107782916572,0.912342860355269,-6.55573478904265,2.38529605421743e-08,4.79305826894552e-06
"PRELP",8721.0027205814,-3.43120357754981,0.6561665447714,-5.22916568193094,0.000105627695455083,0.00485466012010448
"PRKAR2B",19180.0417264491,-4.34904865669894,0.737108433821768,-5.90014773559154,2.7664530327466e-06,0.000259821059015729
"MAPK10",1159.25254714366,-3.67632129091503,0.607552379355152,-6.05103595317499,5.28706341574776e-06,0.000445556116791203
"MASP1",227.441310587002,-4.12574204550632,0.702104754786407,-5.87624854749979,4.2545078372831e-06,0.000367610749680447
"RELN",345.485885370583,-3.07242541923378,0.598248681591634,-5.13569944033912,0.000265951198093533,0.00971649609778931
"PTH1R",457.004741015093,-3.81682022680783,0.76179808516569,-5.01027805284871,0.000108826333433408,0.00493603114977091
"PTPRB",4969.20202051939,-2.57055325319836,0.437146057260019,-5.88030753224743,0.000163607900955108,0.00674775211552558
"PTPRN",107.099154181195,6.62954989546632,0.920207327738395,7.20440893658155,4.74685930323044e-10,1.70896824206511e-07
"PYGM",597.551206118831,-6.05479861545441,0.960251289926074,-6.30543137923881,7.04630176851435e-08,1.19379549864408e-05
"RAD51",388.19763418538,3.74405196202208,0.76331658163625,4.90497920796677,0.000162254125468943,0.00672401329071654
"RBP4",11267.6160787519,-7.98829439888269,1.06485023489409,-7.50180085153215,2.64207691833691e-11,1.52192437419267e-08
"RDH5",2461.25333711953,-5.75159171354175,0.89611668304135,-6.41835134016399,5.71371609976376e-08,1.00003007327003e-05
"RGS4",1289.8451780186,4.37742106128843,0.711860160707071,6.14927102668656,1.04510608245089e-06,0.000115772296223294
"ROBO2",62.6553996557672,-3.2291547010453,0.614341608817094,-5.25628519165908,0.00014252184621939,0.00603656868754236
"S100A7",571.406834054955,7.66326865376852,1.9238222601883,3.98335584962951,0.000269889121987734,0.00979822251485301
"SAA1",7310.71303470797,-4.63858592114733,0.944224713900814,-4.91258685867715,5.82177784073339e-05,0.0032034115778925
"SAA2",3254.7811333726,-5.85794245153934,1.09464544539982,-5.35145190267495,4.54192919291786e-06,0.000388559793974324
"SCN3A",181.974736774683,-3.40299044368204,0.368825359548902,-9.2265630753919,3.62836777578254e-11,1.95943198541557e-08
"SCN4A",971.278875223052,-5.96249485817326,0.751653932827989,-7.93250004791466,2.02686173439258e-11,1.20779991834614e-08
"SCT",11.7115147710068,6.87587200837411,1.5555181854698,4.42030962582251,7.94314296146561e-05,0.00393310755063287
"CCL11",30.1256807248655,5.87857122869328,1.08416291700817,5.42222126995052,3.40017228383744e-06,0.000299787638964259
"CCL20",38.1669385614871,5.78630118240072,1.25813739997782,4.59910116534388,7.11444046244988e-05,0.0036699894218387
"SLC2A4",2379.3375643484,-7.31355152012812,0.97301243163596,-7.51640090335906,4.33002030157433e-11,2.13791659518589e-08
"SLC8A2",60.3963502160482,4.23585024139463,0.883057783036713,4.79679849129253,0.000123975703353014,0.0055199224397616
"SOD3",3561.38066100009,-4.42991781121322,0.506042719587954,-8.75403921396258,6.09585432848171e-12,4.78829357502238e-09
"SOX11",779.007962233468,5.49616897167543,1.12508060480907,4.88513351681869,3.21728376260178e-05,0.00198563859648291
"AURKA",1147.19763173535,3.78347731623924,0.760183792543008,4.97705601376024,0.0001253301547073,0.00555341129101758
"SYCP1",15.4991020434378,-6.90411699343294,1.57169973594686,-4.39277098260349,8.63937291485191e-05,0.00419373604892011
"TACC1",14514.2874686537,-2.82502834408979,0.470518147675763,-6.00407945590343,5.24945066935563e-05,0.00292869450457482
"TACR1",738.211094872578,-4.06399596125705,0.8212032599612,-4.94883076992299,9.53210476805872e-05,0.0044520081755898
"TDO2",82.9923174078766,4.9601455325823,0.975732772634647,5.08350818143481,2.46804461501809e-05,0.00159142832060178
"TFR2",115.28547188996,4.76783901725479,0.79320526027094,6.01085148581366,1.01636062649268e-06,0.000114050181730001
"TGFBR2",20446.1463939233,-2.85715956572688,0.437140201011609,-6.5360256483274,1.0763692138857e-05,0.000808312358223347
"TGFBR3",9738.91777337112,-4.00623073427667,0.634539923689025,-6.3135991680171,1.08103166064538e-06,0.000117837505298138
"THRSP",5949.74539819535,-5.4420153105125,0.961999163384492,-5.65698549192754,1.94211799478431e-06,0.000191781377530672
"TIMP4",6425.16880284053,-7.7260740882572,1.07469615041555,-7.18907766187657,1.9424691647413e-10,7.99233562759389e-08
"TLL2",34.8315207174981,3.65770790291249,0.766514238054981,4.77187209489268,0.000262892355064285,0.00964552608888729
"CLDN5",1651.40932319216,-3.44688169689228,0.685833872683824,-5.02582598232403,0.000180032044603302,0.00735492615316706
"CLEC3B",4653.37686450063,-5.1668352849557,0.782996363132436,-6.59879857460051,5.14141661154494e-08,9.25508546501127e-06
"TNNI3",51.9516908440539,7.89221445031056,1.43795335160736,5.48850520184718,8.21544398244616e-07,9.46473916404348e-05
"TNNT1",705.759059135233,7.73090649295307,1.17301016340299,6.59065601829498,4.78590819310372e-09,1.25311029522766e-06
"TNNT3",303.582165900966,-5.24139224224828,1.18966976613986,-4.40575392552429,0.00018187772261001,0.00741280406703676
"TNS1",58547.3762257253,-3.74929467762204,0.68178743180719,-5.49921354179838,2.75955730894092e-05,0.00175323197999294
"TNXB",18001.1121141055,-5.37369296346503,0.782273315953339,-6.86932924065833,1.12880420333667e-08,2.63606289700825e-06
"TOP2A",5313.52181381856,4.40362223453856,0.879389203450186,5.00759187997923,5.432017900482e-05,0.00299906394051851
"TPO",119.590423260023,-4.38425991497891,0.878659427552128,-4.98971476035156,5.86705784549778e-05,0.0032034115778925
"TSHR",90.2317795434519,-5.05677135087316,1.00684717418595,-5.0223822249505,2.79864337530374e-05,0.0017715515080082
"TTK",1214.56366629849,5.41052335835639,1.01277763064866,5.34226190885661,6.6571652047643e-06,0.000537581644409027
"XPNPEP2",279.002194276705,-4.08474755615958,0.887492139504437,-4.60257322215884,0.00025466848242205,0.00952714693595365
"ZBTB16",797.466622797598,-5.79744194425976,1.0648933291246,-5.44415274816829,3.31730330792406e-06,0.000293981120329414
"SLC14A2",88.6739283430557,-4.91214031392898,0.78511960169342,-6.25655034383807,3.13257966979602e-07,4.13237475372099e-05
"CDC45",530.796185421039,4.77916446109879,1.08627552778258,4.39958770944103,0.000251685843417019,0.00947578008734096
"FZD4",19675.164497731,-4.24922736000446,0.692327976238233,-6.13759302793547,1.34488137191415e-06,0.000139455833364668
"SRPX",4086.36802378026,-3.06365512363872,0.521998088177702,-5.86909261360315,3.85279761283672e-05,0.00229026785159674
"SDPR",4264.41453264075,-4.58746440317842,0.553648367971587,-8.28588083802289,4.59585955426843e-11,2.20614024881424e-08
"RAD54L",320.168622498638,4.36018180774636,0.857742635563267,5.08332176455598,4.47416296751224e-05,0.00260330000813397
"PDE8B",696.816155096766,-4.3234928979844,0.645924598946151,-6.69349472839141,1.33528025306574e-07,2.027553262135e-05
"HSD17B6",155.515902218699,3.65761332167764,0.432595685169777,8.45503884358478,4.03838321697897e-10,1.48483617814071e-07
"AOC3",32124.0891195427,-5.25064802771697,0.772661371256972,-6.79553582337781,1.88492213215495e-08,4.02139992169995e-06
"AKR1C3",4282.9920876188,-3.13970044663281,0.474477378586159,-6.61717626241411,3.24758705613882e-06,0.000289286350088324
"SLC4A4",962.81431216004,-5.66047885638516,0.770630272524209,-7.34525888509958,7.350069963018e-10,2.44262613520989e-07
"MYOM1",1122.55085079275,-5.10542203863428,0.69559260240459,-7.33967270638787,1.7950659687811e-09,5.11995751985931e-07
"WISP1",528.510705495485,3.64148679374997,0.689543330874363,5.28101227392403,6.38696043626463e-05,0.00337532303666939
"ALDH1A2",528.609996207033,-3.11422480783413,0.577059389097138,-5.39671456122848,0.000124254952205732,0.0055199224397616
"GYG2",16229.7439068974,-5.46889443504294,0.893277207154467,-6.12228140519122,2.82506133988918e-07,3.81405351676758e-05
"PRC1",2163.0043130122,3.35548796417577,0.673776173158202,4.98012262506633,0.000236188454477321,0.00909036232031754
"ANGPTL1",943.040794603902,-3.66743840501183,0.736712658908588,-4.97811237619428,0.000146885999839607,0.00620620284407885
"PKMYT1",729.955896047097,5.72966304730132,1.0319029957141,5.55252099383263,2.28700128643631e-06,0.000220791448217351
"CCNB2",912.058721943732,4.5784373793874,0.855821173930703,5.34975941102168,1.44929655997093e-05,0.00102225689195338
"CCNE2",608.937438741978,3.70809347209133,0.743462085240591,4.98760265749309,0.000134978447528718,0.0058168642188124
"SYNGR3",98.1091890166674,4.369899421067,0.725847769142587,6.02040759349439,1.71935890661507e-06,0.000171747059336503
"EXO1",696.540255002302,5.05652467319087,1.07857658695533,4.688146149607,8.46281130967599e-05,0.00411960118992988
"SLC16A7",1205.67226949194,-4.95046484403055,0.977212031771463,-5.06590656180981,2.6432889511912e-05,0.00168556001348838
"AURKB",551.316550654997,5.35583125857762,1.02444169761759,5.22804886899173,1.05981490314492e-05,0.000799766870796829
"DLGAP2",34.8904417074478,-4.43290287978806,0.874947656569265,-5.06647780184908,4.36266746022358e-05,0.00255563580949572
"PTTG1",875.621673993093,4.48780270302054,0.871600865938829,5.14891950937495,3.14572361207294e-05,0.00195544063813786
"GPR37L1",57.4341906221157,5.40068536733505,1.03024086084043,5.24215799684881,9.70789931109707e-06,0.000745609813311415
"TRIP13",1341.66058942058,4.23458240450571,0.794172458411224,5.33206907348206,2.32160300700026e-05,0.00150825644977336
"GLP2R",27.2796121823226,-7.71526878943426,1.48249428829918,-5.20424857642167,2.9553053924453e-06,0.000271652300461954
"ADIPOQ",136397.929705801,-7.66862385723095,1.47046139491175,-5.2151140341166,2.88129011583626e-06,0.000267696637052508
"FHL5",342.806687742475,-3.67414732349297,0.519303086269014,-7.07515017846371,1.30596141549279e-07,2.01502850188668e-05
"ONECUT2",203.686456198779,4.85136609915726,1.00494625999206,4.82748808796561,6.3449910819998e-05,0.00336342916834474
"KIF23",1371.73213645486,4.21411103842129,0.806664538039498,5.22411837845654,3.38189633645165e-05,0.00207243087199365
"KIAA0101",565.935405815772,4.29970826442864,0.933964691063501,4.6037160778879,0.00020543403278328,0.00816116211615601
"DLGAP5",1043.59502883725,5.43354837614285,1.13608669145774,4.78268816719517,4.7614745068563e-05,0.00271561191263973
"MELK",1346.27162641355,5.51874899974243,0.984235249324282,5.60714423053968,2.20431268216676e-06,0.000214004086856876
"GINS1",776.775942223488,3.43882064002696,0.64479266816213,5.33321920335838,7.76826399422596e-05,0.00389111217635417
"KIF14",507.337154833664,4.95955297245977,1.01428444712803,4.88970622245354,4.73511831731233e-05,0.00270952250468458
"NAALAD2",439.984872743271,-4.56013909133707,0.705671487355361,-6.46212745313979,2.26716258177211e-07,3.18527126630926e-05
"TROAP",465.13548339712,5.00496555642021,0.970173735282367,5.15883431431333,1.82896622344262e-05,0.00122505291888806
"SGK2",520.860578045786,-4.05094163874947,0.881397484249135,-4.59604402229543,0.000268609898176415,0.00977231084291923
"KIF20A",1026.1792801109,4.76171433669395,0.913575801091887,5.21217213831939,1.91443708462143e-05,0.00127243797151319
"FAM13A",7126.78542640036,-4.08016692807896,0.697535546022831,-5.84940359146287,5.03220660688879e-06,0.000426282168498261
"ODZ1",179.249553982443,-4.12792748613232,0.690480908148728,-5.9783368916019,2.94819450079482e-06,0.000271652300461954
